Кат 1 ур ID;Кат 1 ур;Кат 2 ур ID;Категория;Внешний код;Артикул;Наименование;Доп. Описание;Название на русском;Описание;Цена;Валюта;Наличие;Производитель;Страна;Тип (Категория);Материал внешней части;Материал встроенных частей;Назначение;Фиксатор;Размер;Возможные размеры;Возможные цвета;В комплект входит;Основная картинка;Картинка дополнительная_1;Картинка дополнительная_2;Картинка дополнительная_3
2;Ортопедия;25;Ортопедические стельки, супинаторы;1098;1098;Lucky Step LS18;Стелька Комфорт с противоударными зонами;Лаки Степ ЛС18;"<p>Стелька с антиударными зонами Lucky Step Комфорт LS18 идеально подходит для спортивной деятельности так и для ежедневного ношения в любой обуви. Стелька Lucky Step LS18 выполнена из медицинского силикона и пропитана эфирными маслами.</p>

<h2>Показания к использованию стелек Комфорт с антиударными зонами Lucky Step Комфорт LS18:</h2>
<ul>
<li>Необходимость снижения компрессионной работы на стопу;</li>
<li>Для поддержки поперечного и продольного плоскостопия;</li>
<li>Стелька с антиударными зонами Lucky Step Комфорт LS18 применяется при диабете;</li>
<li>Образование трещин и пяточной шпоры;</li>
<li>Боли в коленном суставе и суставах стопы;</li>
<li>Постоперационное восстановление опорносвязочного аппарата нижних конечностей;</li>
<li>Заболевания сосудистой системы нижних конечностей.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Гасит ударное действие ходьбы, бега и прыжков на суставы;</li>
<li>Поддерживает правильную работу связочного аппарата стопы;</li>
<li>Летом имеет охлаждающее действие;</li>
<li>Снимает болевые ощущения при  шпоре на пятке и образованых натоптышах;</li>
<li>Эфирные масла заживляют и имеют асептическое действие.</li>
</ul>

<h3>Преимущества Стелек с антиударными зонами Lucky Step Комфорт LS18:</h3>
<ul>
<li>Используется для всех видов обуви;</li> 
<li>Медицинский гель имеет плотную структуру и стойкий к изнашиванию;</li>
<li>Стелька с антиударными зонами Lucky Step Комфорт LS18 оказывает легкое массажное действие;</li>
<li>Не скользит, имеет клейкую фиксацию;</li>
<li>Удобный в гигиенической обработке.</li>
</ul>

<p><b>Изделие 3-х размеров.</b></p>

";490;UAH;есть в наличии;Lucky Step ;Великобритания;Ортопедическая стелька;Медицинский гель (силикон);;Для закрытой обуви;;;1, 2, 3, 4, 5;Прозрачный гель с синими ударными зонами;Упаковка, Стелька Комфорт с противоударными зонами;/supinatory/Lucky_Step_LS18.jpg;/supinatory_add/Lucky_Step_LS18.jpg;/supinatory_add/Lucky_Step_LS18_1.jpg;
2;Ортопедия;25;Ортопедические стельки, супинаторы;2673;2673;Lucky Step LS31;Чехол на палец;Лаки Степ ЛС31;"<img src=""/upload/catalog/ortoped/supinatory_s/LS_31_s1_940x141.png"" width=""940""><br><br>    <p>Чехол на палец Лаки Степ LS31 - это универсальный протектор межпальцевых перегородок, в случае повреждения или натирания между пальцами. Применяется при порезах, натираниях, мозольных образованиях и др. Чехол состоит из двух основных слоев: внутреннего силикона и тканевого покрытия. Внутренний силикон достаточно мягок, чтоб не раздражать поврежденный участок и предохранит от дальнейшего механического травмирующего воздействия. Длина изделия 14,5 см,  позволит  распорядиться для нарезок на любую длину пальцев.</p>

<h2>Показания для Чехла на пальцы Lucky Step LS31: </h2>
<ul>
<li>Повреждения кожного покрова фалангов пальцев;</li>
<li>Повреждения при маникюре или педикюре;</li>
<li>Натирание между пальцами ног;</li>
<li>Мозольные образования, нуждающиеся в протекторе.</li>
</ul>

<h2>Действие: </h2>
<li>Препятствует контакту соседних стенок;</li>
<li>Предохраняет от попадания загрязнений в рану;</li>
<li>Убирает механическое трение на мозольные поверхности;</li>
<li>Смягчает болевое ощущение, облегчает движение.</li>
</ul>

<h3>Преимущества:</h3>
<li>Чехол LS31 не имеет объемной основы, не будет мешать в обуви;</li>
<li>Не ограничивает движения суставного сгибания;</li>
<li>Бежевый оттенок будет почти незаметным на коже;</li>
<li>Простой в уходе.</li>
</ul>
";99;UAH;есть в наличии;Lucky Step ;Великобритания;Ортопедическая межпальцевая перегородка;Медицинский гель (силикон);;Для закрытой обуви;;;Универсальный;Бежевый;Упаковка, Чехол на палец;/supinatory/Lucky_Step_LS31_1.jpg;/supinatory_add/Lucky_Step_LS31_1.jpg;/supinatory_add/Lucky_Step_LS3_2.jpg;
2;Ортопедия;25;Ортопедические стельки, супинаторы;4;4;Comforsil CC313;3/4 ультратонкие стельки для женщин;Комфорсил СС313;"<p>Ультратонкие стельки Comforsil CC313 это стельки, которые создают комфорт индивидуально. Изделие имеет особое наполнение, которое приспосабливается и запоминает индивидуальные особенности своего владельца. Достаточно походить с новыми стельками полчаса, как специализированный гель разойдется по особым пещеркам и примет нужную форму. Кроме того сама конструкция создавалась с учетом определенных рамок: амортизирующей мягкости, компактности размера, противоскользящей поверхности и приспособительной форме. 
Тканевое покрытие стелек Comforsil CC313 будет препятствовать скольжению и имеет приятный мягкий на ощупь материал для кожи. Гелевая оборотная сторона предохраняет от скручивания и скольжения самой стельки по поверхности обуви. Пенополиуретановая пена придаст основе амортизации.</p>

<h2>Показания к применению Comforsil CC313:</h2>
<ul>
<li>Натоптыши, потертости, диабетическая стопа;</li>
<li>Занятия спортом или длительная профессиональная нагрузка на стопу;</li>
<li>Боли в стопе, воспаление мышц и связок стопы;</li>
<li>Признаки пяточной шпоры, «набивание» пятки при ходьбе.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Амортизирует, смягчает ударную нагрузку при ходьбе;</li>
<li>Внутренние подушки распределяют нагрузку по всей стопе, снимая точечное давление;</li>
<li>Препятствует натиранию и повреждению уже образовавшейся мозольной поверхности, ускорит их заживление;</li>
<li>Антибактериальная пропитка Comforsil CC313 обеззараживает внутреннюю среду, препятствует образованию и развитию грибковых инфекций;</li>
<li>Подстраивается под индивидуальную форму стопы;</li>
<li>Пористая поверхность, кроме приятных ощущений мягкости, обеспечивает дыхание и влагоотведение.</li>
</ul>

<h3>Преимущества СС313:</h3>
<ul>
<li>Не скользит в обуви и препятствует скольжению стопы;</li>
<li>Подходит для любой обуви как для спортивных моделей так и для высокого каблука, не имеет значения открытого или закрытого типа;</li>
<li>Comforsil CC313 - индивидуален, благодаря спец гелю который в первые пол часа принимает параметры владельца, не теряя вспомогательных своих свойств;</li>
<li>Антибактериальная пропитка  антисептик CALBENIUM® способствует заживлению ран и борется с образованием грибка.</li>
</ul>

";447;UAH;есть в наличии;Comforsil;Испания;Ортопедическая стелька;Медицинский гель (силикон);;Для открытой и закрытой модельной обуви;;;1, 2, 3;Бежевый;Упаковка, 3/4 ультратонкие стельки для женщин;/supinatory/Comforsil_CC_313.jpg;;;
2;Ортопедия;25;Ортопедические стельки, супинаторы;329;329;Comforsil CC245;Гелевая трубка для пальцев стопы;Комфорсил СС245;"<p>Гелевая трубка для пальцев стопы СС245 представляет собой эластичный бандаж с силиконовым диском. Изделие предназначено для защиты пальцев стоп от мозолей и взаимного трения суставов.</p> 

<h2>Показания к применению гелевой трубки для пальцев стопы СС245:</h2> 
<ul>
<li>Мозоли межфаланговых суставов;</li>
<li>Скрещенные и когтеобразные пальцы;</li>
<li>Молоткообразные пальцы.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Предупреждает развитие мозолей межфаланговых суставов;</li>
<li>Увлажняет старые мозоли и затвердения кожи;</li>
<li>Аккуратно и безболезненно разводит деформированные пальцы;</li>
<li>Гелевая трубка СС245 уменьшает боль, вызванную трением пальца о палец.</li>
</ul>

<h3>Преимущества гелевой трубки для пальцев стопы СС245:</h3>
<ul>
<li>Изделия СС245 пропитано антисептиком CALBENIUM®, который препятствует росту грибков и бактерий, так как обладает антибактериальным, противовирусным и противогрибковым действием;</li>
<li>Изделие сделано из эластичной сеточки с гелевым наполнителем внутри;</li>
<li>Разрезается на кольца необходимого размера, экономична.</li>
</ul>

<p><b>Изделие имеет универсальный размер.</b></p>
";320;UAH;есть в наличии;Comforsil;Испания;Ортопедический напальчник;Медицинский гель (силикон);;Для закрытой обуви;;;Универсальный;Бежевый;Упаковка, Гелевая трубка для пальцев стопы;/supinatory/Comforsil_CC_245.jpg;;;
2;Ортопедия;25;Ортопедические стельки, супинаторы;464;464;Comforsil CC223;Защита сустава большого пальца стопы (с петлей);Комфорсил СС223;"<p>Защита сустава большого пальца стопы с петлей СС223 предотвращает сильное давление обуви на стопу и воспаления кожи от трещин.</p> 

<h2>Показания к применению защиты сустава большого пальца стопы СС222:</h2> 
<ul>
<li>Поперечное плоскостопие;</li>
<li>Hallux valgus (вальгусная деформация большого пальца стопы);</li>
<li>Натоптыши, волдыри на ногах;</li>
<li>Твердые и мягкие мозоли, трещины на коже.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Протектор СС223 смягчает давление обуви на сустав большого пальца;</li>
<li>Защищает от давления и появления потертостей;</li>
<li>Предупреждает развитие мозолей, трещин, натоптышей;</li>
<li>Уменьшает болезненные ощущения.</li>
</ul>

<h3>Преимущества защиты сустава большого пальца стопы с петлей СС223:</h3>
<ul>
<li>Изделие СС223 обладает антибактериальным, противовирусным и противогрибковым действием благодаря уникальному антисептику CALBENIUM® в своем составе;</li>
<li>Модель изготовлена из 100% силикона, который отлично держит форму, не вызывает аллергию и раздражение кожи;</li>
<li>Протектор долговечный и не требует особого ухода.</li>
</ul>

<p><b>Изделие 2-х размеров.</b></p>

";505;UAH;есть в наличии;Comforsil;Испания;Ортопедический протектор на косточку;Медицинский гель (силикон);;Для закрытой обуви;;;1, 2;Бежевый;Упаковка, Защита сустава большого пальца стопы (с петлей);/supinatory/Comforsil_CC_223.jpg;;;
2;Ортопедия;25;Ортопедические стельки, супинаторы;469;469;Comforsil CC213;Клейкая полоска для защиты пятки;Комфорсил СС213;"<p>Клеящаяся полоска для защиты пятки СС213 предохраняет пятку от чрезмерного давления, потертостей и образования мозолей. Позволяет избежать скольжения ноги внутри обуви, предупреждает образование волдырей на пятке.</p> 

<h2>Показания к применению клеящейся полоски для защиты пятки СС213:</h2> 
<ul>
<li>Мозоли, волдыри, натоптыши и потертости на пятке;</li>
<li>Защита кожи стопы от повреждений, появления мозолей и трещины на задней поверхности пятки;</li>
<li>Профилактика мозолей в процессе разноски новой обуви и при носке плотно прилегающей модельной обуви.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Клеящаяся полоска для защиты пятки СС213 предупреждает развитие мозолей, потертостей и натоптышей на пятке;</li>
<li>Предотвращает сильное трение кожи со стороны ахиллова сухожилия;</li>
<li>Препятствует образованию волдырей на пятке.</li>
 </ul>

<h3>Преимущества клеящейся полоски для защиты пятки СС213:</h3>
<ul>
<li>Наклейка изготовлена из высококачественного 100% силикона с содержанием антисептика CALBENIUM®, который защищает ноги от вирусов, грибка и бактерий;</li>
<li>Максимальный комфорт при ношении обуви;</li>
<li>Клеящаяся полоска для защиты пятки СС213 позволяет избежать движения стопы внутри обуви при ходьбе.</li>
</ul>

<p><b>Изделие имеет универсальный размер. </b></p>
";135;UAH;есть в наличии;Comforsil;Испания;Клейкая подушечка в обувь;Медицинский гель (силикон);;Для закрытой обуви;;;Универсальный;Бежевый;Упаковка, Клейкая полоска для защиты пятки;/supinatory/Comforsil_CC_213.jpg;;;
2;Ортопедия;25;Ортопедические стельки, супинаторы;753;753;Comforsil CC218;Межпальцевый расширитель (маленький);Комфорсил СС218С;"<p>Межпальцевый расширитель СС218 рекомендован во время реабилитации после лечения поперечного плоскостопия. Корректирующая прокладка между большим и вторым пальцами предотвращает отклонение большого пальца внутрь стопы.</p> 

<h2>Показания к применению межпальцевого расширителя СС218:</h2> 
<ul>
<li>Hallux valgus (вальгусная деформация большого пальца стопы);</li>
<li>Профилактика бурсита;</li>
<li>Молоткообразные и когтеобразные пальцы ног;</li>
<li>Профилактика плоскостопия;</li>
<li>Мозоли межфаланговых суставов.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Расширитель СС218 корректирует расстояние между большим и вторым пальцами стопы при их деформации;</li>
<li>Предотвращает возникновение бурсита;</li>
<li>Не допускает болезненное трение пальца о палец;</li>
<li>Предупреждает развитие мозолей и натоптышей.</li>
</ul>

<h3>Преимущества межпальцевого расширителя СС218:</h3>
<ul>
<li>Модель изготовлена из 100% силикона, который благодаря антисептику CALBENIUM® в своем составе защищает кожу ног от грибков, бактерий и вирусов;</li>
<li>Расширитель СС218 остается абсолютно незаметным в любой обуви;</li>
<li>Надежно фиксируется между пальцев ноги.</li>
</ul>

<p><b>Изделие 3-х размеров.</b></p>

";114;UAH;есть в наличии;Comforsil;Испания;Ортопедическая межпальцевая перегородка;Медицинский гель (силикон);;Для закрытой обуви;;;1, 2, 3;Бежевый;Упаковка, Межпальцевый расширитель ;/supinatory/Comforsil_CC_218.jpg;;;
2;Ортопедия;25;Ортопедические стельки, супинаторы;951;951;Comforsil CC212;Подпяточник для пяточной шпоры;Комфорсил CC212;"<p>Подпяточник для пяточной шпоры СС212 предназначен для лечения воспалений и снятия боли в пяточной области. Изделие защищает боковую часть и подошву пятки от образования трещин, снимает болевой синдром при пяточной шпоре и бурсите.</p> 

<h2>Показания к применению подпяточника для пяточной шпоры СС212:</h2> 
<ul>
<li>Укороченный сустав ноги;</li>
<li>Пяточная шпора;</li>
<li>Бурсит;</li>
<li>Разгрузка ног при занятиях спортом;</li>
<li>Реабилитация после перелома пяточной кости.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Подпяточник СС212 уменьшает ударную нагрузку с пятки;</li>
<li>Снимает боль при пяточной шпоре и бурсите;</li> 
<li>Обеспечивает поддержку анатомического положения пятки;</li>
<li>Предотвращает травмирование подошвы и боковой части стопы.</li>
</ul>

<h3>Преимущества подпяточника для пяточной шпоры СС212:</h3>
<ul>
<li>Подпяточник изготовлен из гипоаллергенного «дышащего» 100% силикона, в состав которого входит средство CALBENIUM® (оказывает антибактериальный, противовирусный и противогрибковый эффект);</li>
<li>Специальная встроенная подушка в модели СС212 снимает ударную нагрузку с пятки;</li>
<li>Анатомическая форма изделия.</li>
</ul>

<p><b>Изделие 3-х размеров.</b></p>
";599;UAH;есть в наличии;Comforsil;Испания;Ортопедический подпяточник;Медицинский гель (силикон);;Для закрытой обуви;;;1, 2, 3;Бежевый;Упаковка, Подпяточник для пяточной шпоры;/supinatory/Comforsil_CC_212.jpg;;;
2;Ортопедия;25;Ортопедические стельки, супинаторы;965;965;Comforsil CC220;Плюсневая подушечка з петлей;Комфорсил CC220;"<p>Плюсневая подушечка с петлей СС220 рекомендована лицам, длительное время проводящим на ногах. Предназначена для уменьшения давления и предотвращения болезненного натирания переднего отдела стопы.</p> 

<h2>Показания к применению плюсневой подушечки с петлей СС220:</h2> 
<ul>
<li>Поперечное плоскостопие;</li>
<li>Hallux valgus (вальгусная деформация большого пальца стопы);</li>
<li>Натоптыши, мозоли на ступнях ног.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li> Плюсневая подушечка с СС220 амортизирует поперечный свод стопы при ходьбе;</li>
<li>Предупреждает появление трещин, развитие мозолей и натоптышей;</li>
<li>Уменьшает болезные ощущения при длительной ходьбе.</li>
</ul>

<h3>Преимущества плюсневой подушечки с петлей СС220:</h3>
<ul>
<li>Изготовлена из 100% силикона с содержанием антисептика CALBENIUM®. Это вещество – специальный защитный барьер, который обладает антибактериальным, противовирусным и противогрибковым свойствами;</li>
<li>Уменьшает негативное влияние больших нагрузок на ноги;</li>
<li>Обеспечивает «дышащий» эффект, прочную фиксацию и максимальный комфорт в обуви.</li>
</ul>

<p><b>Изделие имеет универсальный размер.</b></p>
";393;UAH;есть в наличии;Comforsil;Испания;Ортопедическое изделие под плюсну;Медицинский гель (силикон);;Для закрытой обуви;;;Универсальный;Бежевый;Упаковка, Плюсневая подушечка з петлей;/supinatory/Comforsil_CC_220.jpg;;;
2;Ортопедия;25;Ортопедические стельки, супинаторы;966;966;Comforsil CC242;Плюсневая подушечка модельной формы;Комфорсил CC242;"<p>Плюсневая подушечка модельной формы СС242 обеспечивает комфорт и уменьшает нагрузку на стопу в модельной обуви. Предотвращает болезненные ощущения переднего отдела стопы при ходьбе в узкой модельной обуви на высоком каблуке.</p> 

<h2>Показания к применению плюсневой подушечки модельной формы СС242:</h2> 
<ul>
<li>Поперечное плоскостопие;</li>
<li>Небольшие невромы плюсневого отдела стопы;</li>
<li>Hallux valgus (вальгусная деформация большого пальца стопы);</li>
<li>Натоптыши, мозоли, трещины на ступнях.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Амортизирует шаги при ходьбе;</li>
<li>Подушечка модельной формы СС242 уменьшает нагрузку и боль в стопе;</li>
<li>Предупреждает появление трещин, развитие мозолей и натоптышей.</li>
</ul>

<h3>Преимущества плюсневой подушечки модельной формы СС242:</h3>
<ul>
<li>Подушечка СС242 изготовлена из 100% силикона и содержит в своем составе уникальный антисептик CALBENIUM®, который оказывает антибактериальное, противовирусное и противогрибковое действие;</li>
<li>Изделие имеет особую антискользящую зону, что дарит дополнительный комфорт и безопасность при ходьбе в открытой обуви;</li>
<li>Подушечка плюсневая СС242 износоустойчива, гипоаллергенна, незаметна в открытой обуви.</li> 
</ul>

<p><b>Изделие имеет универсальный размер.</b></p>

";285;UAH;есть в наличии;Comforsil;Испания;Ортопедическое изделие под плюсну;Медицинский гель (силикон);;Для открытой и закрытой модельной обуви;;;Универсальный;Бежевый;Упаковка, Плюсневая подушечка модельной формы;/supinatory/Comforsil_CC_242.jpg;
2;Ортопедия;25;Ортопедические стельки, супинаторы;973;973;Comforsil CC209;Стелька с противоударными зонами;Комфорсил CC209;"<p>Стелька с противоударными зонами СС209 снимает боль при ходьбе и избавляет от быстрой утомляемости ног. Противоударные зоны смягчают шаги, минимизируя нагрузку на стопу и весь опорно-двигательный аппарат.</p> 

<h2>Показания к применению стельки СС209:</h2> 
<ul>
<li>Профилактика плоскостопия;</li>
<li>Трещины кожи подошвенной части стопы;</li>
<li>Стелька СС209 рекомендована при пяточной шпоре, натоптышах, артрозе, бурсите;</li>
<li>Показана к применению подросткам в период быстрого роста, любителям спорта и людям, проводящим много времени на ногах;</li>
<li>Эффективна после травм и в посттравматический период.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Уменьшает ударную нагрузку со стопы;</li>
<li>Стелька СС209 оказывает микромассажное и обезболивающее действие;</li>
<li>Обеспечивает поддержку анатомических сводов стопы;</li>
</li>Стелька находится под всей плантарной частью стопы, полностью защищая ее от негативных последствий в процессе ходьбы.</li>
 </ul>

<h3>Преимущества стельки СС209:</h3>
<ul>
<li>Стелька СС209 изготовлена из двухслойного 100% силикона с содержанием антисептика CALBENIUM® и не требует особых условий хранения.</li>
<li>В стельку встроен валик «Зейца», который мягко и анатомически правильно поддерживает поперечный свод стопы;</li>
<li>Длину стельки можно моделировать, подрезая края.</li>
<li>Специальные встроенные вкладыши для снятия осевой нагрузки со сводов стопы;</li>
<li>«Дышащий» материал делает использование стельки максимально комфортным в любое время года.</li>
</ul>

<p><b>Изделие 4-х размеров.</b></p>
";650;UAH;есть в наличии;Comforsil;Испания;Ортопедическая стелька;Медицинский гель (силикон);;Для закрытой обуви;;;1, 2, 3, 4;Бежевый;Упаковка, Стелька с противоударными зонами;/supinatory/Comforsil_CC_209.jpg;
2;Ортопедия;25;Ортопедические стельки, супинаторы;977;977;Comforsil CC215;Подушечка для пяточной шпоры с демонтируемой выемкой;Комфорсил CC215;"<p>Подушечка для пяточной шпоры с демонтируемой выемкой СС215 эффективна при лечении, предотвращении и профилактике бурсита и боли в пяточной области, рекомендована при упорно рецидивирующем пяточном бурсите.</p> 

<h2>Показания к применению подушечки для пяточной шпоры СС215:</h2> 
<ul>
<li>Пяточная шпора;</li>
<li>Бурсит;</li>
<li>Разгрузка ног при занятиях спортом;</li>
<li>Укороченный сустав ноги;</li>
<li>Во время реабилитации после травмы пяточной кости.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Подушечка СС215 снимает ударную нагрузку с пятки;</li>
<li>Устраняет болевой синдром;</li>
<li>Снимает боль, покраснение и отечность при бурсите;</li>
<li>Уменьшает ударную нагрузку на суставы ног и позвоночника.</li>
</ul>

<h3>Преимущества подушечки для пяточной шпоры СС215:</h3>
<ul>
<li>Изделие изготовлено из 100% силикона высшего сорта, в составе которого есть специальный запатентованный антисептик CALBENIUM®;</li>
<li>Открытая «чашка» облегчает ходьбу при пяточной шпоре и бурсите;</li>
<li>«Дышащий» материал изделия дарит дополнительный комфорт;</li>
<li>Модель СС215 имеет анатомическую форму.</li>
</ul>

<p><b>Изделие 3-х размеров.</b></p>
";556;UAH;есть в наличии;Comforsil;Испания;Ортопедический подпяточник;Медицинский гель (силикон);;Для закрытой обуви;;;1, 2, 3;Бежевый;Упаковка, Подушечка для пяточной шпоры с демонтируемой выемкой;/supinatory/Comforsil_CC_215.jpg;
2;Ортопедия;25;Ортопедические стельки, супинаторы;979;979;Comforsil CC256;Подушечка для передней части стопы (большая);Комфорсил CC256;"<p>Подушечка для передней части стопы СС256 благодаря своему смягчающему эффекту позволяет уменьшить боль и препятствует образованию и развитию напоптышей. Изделие защищает поверхность кожи от появления трещин, потертостей и мозолей.</p> 

<h2>Показания к применению подушечки для передней части стопы СС256:</h2> 
<ul>
<li>Hallux valgus (вальгусная деформация большого пальца стопы).</li>
<li>Бурсит сустава большого пальца стопы;</li>
<li>Натоптыши, мозоли на плюснефаланговых суставах;</li>
<li>Ощущение жжения в ступнях и плюсневых костях при ходьбе;</li>
<li>Затвердение кожи на продольном своде стопы;</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Подушечка для передней части стопы СС256 уменьшает давление на пальцы, плюсневые кости, фаланги стопы;</li>
<li>Защищает сустав большого пальца от натираний в обуви;</li>
<li>Предупреждает развитие мозолей и натоптышей;</li>
<li>Оказывает массажное воздействие;</li>
<li>Уменьшает боль и трение скрещенных пальцев, снимает жжение.</li>
</ul>

<h3>Преимущества подушечки для передней части стопы СС256:</h3>
<ul>
<li>Подушечка СС256 содержит эффективный антисептик CALBENIUM®, который препятствует росту грибков и бактерий, так как обладает антибактериальным, противовирусным и противогрибковым действием;</li> 
<li>Изделие изготовлено из мягкой эластичной оболочки из фибры и внутренней ультрамягкой подушечки из 100% силикона;</li>
<li>Подушечка гипоаллергенна, не требует особого ухода, долгое время сохраняет начальную форму и лечебные свойства.</li>
</ul>

<p><b>Изделие 3-х размеров.</b></p>
";505;UAH;есть в наличии;Comforsil;Испания;Ортопедическое изделие под переднюю часть стопы;Медицинский гель (силикон);;Для закрытой обуви;;;1, 2, 3;Бежевый;Упаковка, Подушечка для передней части стопы ;/supinatory/Comforsil_CC_256.jpg;
2;Ортопедия;25;Ортопедические стельки, супинаторы;984;984;Comforsil CC226;Подушечка под пальцы с укрепленной петлей (большая, на левую ногу);Комфорсил CC226;"<p>Подушечка под пальцы с укрепленной петлей СС226 предназначена для коррекции деформированных молоткообразных и когтеобразных пальцев ног. Изделие надежно защищает поверхность кожи стопы от повреждений, появления трещин, мозолей и натоптышей.</p> 

<h2>Показания к применению подушечки под пальцы с укрепленной петлей СС226:</h2> 
<ul>
<li>Поперечное плоскостопие;</li>
<li>Молоткообразные и когтеобразные пальцы ног;</li>
<li>При небольших невромах плюсневого отдела стопы;</li>
<li>Hallux valgus (вальгусная деформация большого пальца стопы);</li>
<li>Натоптыши, мозоли, трещины на ступнях ног.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Подушечка под пальцы с укрепленной петлей СС226 амортизирует поперечный свод стопы при ходьбе;</li>
<li>Корректирует и мягко разводит молоткообразные и когтеобразные пальцы ног;</li>
<li>Предупреждает появление трещин, развитие мозолей и натоптышей.</li>
</ul>

<h3>Преимущества подушечки под пальцы с укрепленной петлей СС226:</h3>
<ul>
<li>Содержит в своем составе уникальный антисептик CALBENIUM®, который обладает антибактериальным, противовирусным и противогрибковым действием;</li>
<li>Изделие СС226 изготовлено из 100% силикона;</li>
<li>В точности повторяет все анатомические изгибы стопы;</li>
<li>Подушечка износоустойчивая, гипоаллергенная, незаметна в открытой обуви.</li> 
</ul>

<p><b>Изделие 6-и размеров.</b></p>
";210;UAH;есть в наличии;Comforsil;Испания;Ортопедическая межпальцевая перегородка;Медицинский гель (силикон);;Для закрытой обуви;;;1, 2, 3;Бежевый;Упаковка, Подушечка под пальцы с укрепленной петлей ;/supinatory/Comforsil_CC_226.jpg;
2;Ортопедия;25;Ортопедические стельки, супинаторы;1037;1037;Comforsil CC264;Протектор от мозолей;Комфорсил CC264;"<p>Протектор от мозолей СС264 помогает снять дискомфорт при давлении и трении обуви, эффективен при бурсите большого пальца стопы и не допускает образование мозолей в области воспаленного сустава.</p> 

<h2>Показания к применению протектора от мозолей СС264:</h2> 
<ul>
<li>Hallux valgus (вальгусная деформация большого пальца стопы);</li>
<li>Подагра;</li>
<li>Бурсит сустава большого пальца стопы;</li>
<li>Натоптыши, мозоли;</li>
<li>Артрозо-артриты суставов большого пальца ноги.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Протектор от мозолей СС264 защищает сустав большого пальца стопы от натирания в обуви;</li>
<li>Уменьшает давление на пальцы, плюсневые кости, фаланги стопы;</li>
<li>Предупреждает развитие мозолей и натоптышей;</li>
<li>Смягчает нагрузку на поперечный свод стопы.</li>
</ul>

<h3>Преимущества протектора от мозолей СС264:</h3>
<ul>
<li>Протектор СС264 содержит эффективный антисептик CALBENIUM®, который препятствует росту грибков и бактерий, так как обладает антибактериальным, противовирусным и противогрибковым действием;</li> 
<li>Изделие изготовлено из мягкой эластичной оболочки из фибры и внутренней ультрамягкой подушечки из 100% силикона;</li>
<li>Силиконовые подушечки внутри протектора точно повторяют форму стопы, не занимая много места в обуви;</li>
<li>Моющиеся, многоразового использования.</li>
</ul>

<p><b>Изделие 2-х размеров.</b></p>

";315;UAH;есть в наличии;Comforsil;Испания;Ортопедическое изделие под переднюю/поперечную часть стопы;Медицинский гель (силикон);;Для закрытой обуви;;;1, 2;Бежевый;Упаковка, Протектор от мозолей;/supinatory/Comforsil_CC_264.jpg;
2;Ортопедия;25;Ортопедические стельки, супинаторы;1072;1072;Comforsil CC263;"Силиконовый вкладышь ""Антискольжение""";Комфорсил CC263;"<p>Силикон «Антискольжение» СС263 благодаря своей выпуклой форме препятствует скольжению ноги в обуви. Идеально подходит для открытой женской обуви и босоножек.</p> 

<h2>Показания к применению силикона «Антискольжение» СС263:</h2> 
<ul>
<li>Поперечное плоскостопие;</li>
<li>Hallux valgus (вальгусная деформация большого пальца стопы);</li>
<li>Натоптыши, мозоли на ступнях ног;</li>
<li>Болевой синдром.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Равномерно распределяют нагрузку на поперечный свод стопы;</li>
<li>Силикон «Антискольжение» СС263 предупреждает развитие мозолей и натоптышей;</li>
<li>Амортизируют удары при ходьбе.</li>
</ul>

<h3>Преимущества силикона «Антискольжение» СС263:</h3>
<ul>
<li>100% силикон «Антискольжение» СС263 содержит уникальный антисептик CALBENIUM®. Это средство защищает ноги от бактерий, вирусов и болезнетворного грибка;</li>
<li>Идеален для людей, которые много ходят;</li>
<li>Удобен, не скользит в обуви;</li>
<li>Многоразового использования, моющийся.</li>
</ul>

<p><b>Изделие имеет универсальный размер.</b></p>
";160;UAH;есть в наличии;Comforsil;Испания;Ортопедическое изделие под переднюю часть стопы;Медицинский гель (силикон);;Для открытой и закрытой модельной обуви;;;Универсальный;Бежевый;"Упаковка, Силиконовый вкладышь ""Антискольжение""";/supinatory/Comforsil_CC_263.jpg;
